cuisine,recipe,ingredients
Thai and South-East Asian,Balinese Rice Pudding,"['rice', 'palm sugar', 'vanilla essence', 'coconut milk', 'salt', 'coconut']"
Thai and South-East Asian,Bang bang chicken,"['chicken stock', 'ginger', 'five-spice powder', 'star anise', 'soy sauce', 'chicken breasts', 'cucumber', 'carrot', 'sugar-snap peas', 'spring onions', 'fresh coriander', 'black pepper', 'peanut butter', 'sesame oil', 'soy sauce', 'honey', 'rice wine', 'garlic', 'ginger', 'chilli', 'peanuts', 'sesame seeds', 'limes']"
Thai and South-East Asian,Bang bang turkey,"['soy sauce', 'lime juice', 'brown sugar', 'chilli powder', 'five-spice powder', 'leftover turkey', 'nut', 'shallots', 'garlic', 'ginger', 'chillies', 'stock', 'coconut milk', 'peanut butter', 'soy sauce', 'rice wine', 'brown sugar', 'lime juice', 'cabbage', 'carrot', 'courgette', 'radishes', 'pepper', 'spring onions', 'chillies', 'coriander', 'mint', 'peanuts']"
Thai and South-East Asian,Basic jasmine rice,['jasmine rice']
Thai and South-East Asian,Beef fillet in coconut milk with crispy noodles and dipping sauce,"['beef', 'black pepper', 'olive oil', 'coconut milk', 'ginger', 'rice wine', 'caster sugar', 'fish sauce', 'dried chilli', 'cashew', 'fresh coriander', 'vegetable oil', 'rice noodles', 'Little Gem lettuces']"
Thai and South-East Asian,Beef rendang with Thai herb salad and sticky rice,"['lemongrass', 'coriander seeds', 'cumin', 'turmeric', 'coconut cream', 'onions', 'garlic', 'seeds', 'ginger', 'bay leaf', 'shin', 'coconut milk', 'beef stock', 'Chinese cabbage', 'lime leaves', 'seeds', 'pea shoots', 'mint', 'spring onion', 'green beans', 'fresh coriander', 'Thai basil', 'lime', 'sunflower oil', 'fish sauce', 'chilli', 'garlic', 'jasmine rice', 'salt']"
Thai and South-East Asian,Beef rendang with herby rice ,"['onion', 'ginger', 'galangal', 'garlic', 'lemongrass', 'turmeric', 'sunflower oil', 'cinnamon', 'cardamom', 'braising steak', 'lime leaves', 'zest', 'coconut milk', 'tamarind', 'coconut', 'coriander', 'sunflower oil', 'cinnamon', 'cardamom', 'basmati rice', 'fresh coriander', 'salt', 'shallots', 'chilli']"
Thai and South-East Asian,Beef pho ,"['star anise', 'cloves', 'coriander seeds', 'onion', 'ginger', 'beef stock', 'bone marrow', 'fish sauce', 'rice noodles', 'sirloin', 'beansprouts', 'spring onions', 'chilli', 'mint', 'basil', 'coriander', 'limes']"
Thai and South-East Asian,Beef rendang ,"['lemongrass', 'red onions', 'garlic', 'ginger', 'galangal', 'chillies', 'sunflower oil', 'cumin', 'coriander', 'turmeric', 'coconut milk', 'lime leaves', 'cinnamon', 'brown sugar', 'tamarind', 'soy sauce', 'sea salt', 'black pepper', 'coconut']"
Thai and South-East Asian,Brothy Vietnamese pork cao lau ,"['pork shoulder', 'pork belly', 'onions', 'lemongrass', 'ginger', 'shallot', 'star anise', 'sea salt', 'white pepper', 'cloves', 'ginger', 'shallots', 'lemongrass', 'star anise', 'soy sauce', 'dry sherry', 'soy sauce', 'fish sauce', 'demerara sugar', 'salt', 'black pepper', 'rice noodles', 'rapeseed oil', 'ginger', 'vegetable oil', 'beansprouts', 'lettuce', 'mint', 'fresh coriander', 'lemon balm', 'chilli', 'lime', 'hoisin sauce', 'sriracha']"
Thai and South-East Asian,Butternut squash and prawn curry with noodles,"['vegetable oil', 'curry paste', 'palm sugar', 'butternut squash', 'sweet potato', 'coconut milk', 'coconut cream', 'fish sauce', 'lemongrass', 'lime pickle', 'prawns', 'noodles', 'vegetable oil', 'chilli', 'garlic', 'shallots', 'beansprouts', 'coriander', 'basil']"
Thai and South-East Asian,Chargrilled Thai beef salad,"['rice', 'sesame oil', 'sugar', 'lime juice', 'fish sauce', 'cucumber', 'shallots', 'cherry tomatoes', 'mint', 'fresh coriander', 'basil', 'spring onions']"
Thai and South-East Asian,Chargrilled sea bass summer rolls with pineapple dipping sauce,"['garlic', 'chilli', 'ginger', 'dill', 'sugar', 'lemon juice', 'fish sauce', 'lemongrass', 'spring roll wrappers', 'carrots', 'pineapple', 'cucumber', 'courgette', 'dill', 'pineapple', 'fish sauce', 'lemon juice', 'chilli']"
Thai and South-East Asian,Chicken Thai red curry,"['tamarind', 'shallots', 'garlic', 'galangal', 'lemongrass', 'fresh coriander', 'white pepper', 'cumin', 'paprika', 'chicken breasts', 'coconut milk', 'curry paste', 'bamboo shoots', 'lime leaves', 'fish sauce', 'lemon juice', 'brown sugar', 'basil', 'basil']"
Thai and South-East Asian,Chicken satay,"['chicken breasts', 'soy sauce', 'dry sherry', 'salt', 'black pepper', 'cornflour', 'peanut butter', 'chilli', 'garlic', 'chilli oil', 'rice vinegar', 'soy sauce', 'salt', 'pepper', 'sugar', 'onions', 'cucumbers']"
Thai and South-East Asian,Chicken adobo with brown rice,"['chicken thighs', 'soy sauce', 'vinegar', 'olive oil', 'black pepper', 'ginger', 'garlic', 'bay leaves', 'carrots', 'chicken stock', 'cornflour', 'spring onions']"
Thai and South-East Asian,Chicken and aubergine massaman curry,"['coconut milk', 'chicken stock', 'red onion', 'curry paste', 'cinnamon', 'chicken breasts', 'green beans', 'aubergine', 'cashew', 'chilli', 'spring onion', 'limes']"
Thai and South-East Asian,Chicken 'ayam sioh',"['chicken', 'chicken stock', 'palm sugar', 'soy sauce', 'tamarind', 'coriander seeds', 'shallots', 'rice vinegar', 'cockles', 'cockles', 'turnip', 'butter', 'chicken stock', 'shallots', 'butter', 'sugar', 'thyme', 'chicken stock', 'chicken wings', 'olive oil', 'shallots', 'thyme', 'black peppercorns', 'butter', 'chicken stock', 'oil']"
Thai and South-East Asian,Coconut chilli chicken,"['lemongrass', 'ginger', 'chillies', 'garlic', 'coriander', 'limes', 'nut', 'tomatoes', 'fish sauce', 'soy sauce', 'chicken thighs', 'coconut milk', 'apricots']"
Thai and South-East Asian,Thai-style Chicken meatball soup,"['mince', 'lime', 'lemongrass', 'cornflour', 'vegetable oil', 'chicken stock', 'fish sauce', 'star anise', 'ginger', 'noodles', 'spring onions', 'chilli', 'Thai basil', 'sesame oil', 'soy sauce', 'fresh coriander', 'mint', 'lime']"
Thai and South-East Asian,Chicken and prawn pad Thai,"['chicken thighs', 'vegetable oil', 'shallot', 'garlic', 'ginger', 'prawns', 'rice noodles', 'beansprouts', 'tamarind', 'fish sauce', 'soy sauce', 'white pepper', 'eggs', 'limes', 'coriander', 'peanuts']"
Thai and South-East Asian,Slow cooker chicken pho,"['onion', 'garlic', 'ginger', 'dried chilli', 'five-spice powder', 'soy sauce', 'chicken', 'fish sauce', 'rice noodles', 'spring onions', 'beansprouts', 'fresh coriander', 'chilli', 'lime']"
Thai and South-East Asian,Chicken satay noodles,"['soy sauce', 'cornflour', 'noodles', 'rapeseed oil', 'spring onions', 'peanut butter', 'chilli sauce', 'coconut milk', 'sugar', 'beans', 'sweetcorn', 'lime', 'carrot', 'spinach', 'cashew', 'coriander']"
Thai and South-East Asian,Chilli and lemongrass chicken,"['lemongrass', 'chilli', 'garlic', 'fish sauce', 'chicken thigh', 'sunflower oil', 'chicken stock', 'caster sugar', 'broccoli', 'rice']"
Thai and South-East Asian,Chilli and lemongrass pork with fried rice,"['lemongrass', 'chilli', 'garlic', 'fish sauce', 'pork', 'sunflower oil', 'curry powder', 'chicken stock', 'caster sugar', 'sunflower oil', 'garlic', 'chilli', 'ginger', 'spring onions', 'sesame oil', 'soy sauce', 'peas', 'basmati rice', 'eggs', 'coriander']"
Thai and South-East Asian,Chilli beef rendang,"['shallots', 'ginger', 'lemongrass', 'lime leaves', 'garlic', 'chillies', 'beef', 'dried chillies', 'rapeseed oil', 'cardamom', 'star anise', 'cinnamon', 'cumin', 'coriander', 'coconut milk', 'beef stock', 'fish sauce', 'palm sugar', 'tamarind', 'limes', 'black pepper', 'rice']"
Thai and South-East Asian,Sticky chilli chicken wings with Thai pickled watermelon salad,"['buttermilk', 'salt', 'chicken wings', 'rice flour', 'plain flour', 'black pepper', 'vegetable oil', 'fish sauce', 'chilli', 'palm sugar', 'tamarind', 'watermelon', 'palm sugar', 'fish sauce', 'garlic', 'chilli', 'coriander', 'mint', 'peanuts', 'coriander', 'Thai basil', 'mint', 'garlic', 'shallots', 'chillies', 'egg']"
Thai and South-East Asian,Chilli pork with pineapple rice,"['sunflower oil', 'lime juice', 'garlic', 'chilli', 'pork fillet', 'spring onions', 'pineapple', 'red onion', 'lime', 'chilli sauce', 'black pepper']"
Thai and South-East Asian,Chinese-style pork patties with chilli dip,"['chicken breast', 'limes', 'five-spice powder', 'soy sauce', 'pork mince', 'chilli', 'fresh coriander', 'black pepper', 'vegetable oil', 'caster sugar', 'white wine vinegar', 'lime', 'sesame oil', 'soy sauce', 'spring onions', 'cucumber', 'fresh coriander']"
Thai and South-East Asian,Coconut fish curry,"['chilli', 'dried chilli', 'vegetable oil', 'lemon', 'fresh coriander', 'vegetable oil', 'onion', 'garlic', 'sweet potato', 'curry powder', 'cumin', 'pollack', 'coconut milk', 'spinach', 'spinach', 'lime', 'salt']"
Thai and South-East Asian,Coconut and chocolate balls,"['palm sugar', 'rice flour', 'sesame seeds', 'vegetable oil', 'cocoa powder', 'desiccated coconut', 'sesame seeds', 'sesame oil', 'palm sugar', 'coconut milk']"
Thai and South-East Asian,Coconut and sticky rice pudding with lime and papaya salad,"['rice', 'coconut milk', 'salt', 'palm sugar', 'lime leaves', 'papaya', 'limes', 'mint']"
Thai and South-East Asian,Coconut chicken,"['egg', 'chicken thighs', 'desiccated coconut', 'breadcrumbs', 'spring onion', 'black pepper', 'peanut butter', 'chilli sauce', 'coconut milk']"
Thai and South-East Asian,Coconut poussin with green vegetables,"['coconut milk', 'lemongrass', 'garlic', 'turmeric', 'ginger', 'fresh coriander', 'brown sugar', 'fish sauce', 'coriander', 'lime', 'poussin', 'coconut', 'oil', 'broccoli', 'kale', 'cucumber', 'daikon', 'black pepper', 'chillies', 'garlic', 'shallots', 'ginger', 'palm sugar', 'coconut cream', 'fish sauce', 'limes']"
Thai and South-East Asian,Coriander seared tuna on pickled bean sprouts,"['fresh tuna', 'coriander seeds', 'peppercorns', 'pepper', 'rice wine', 'brown sugar', 'Thai basil', 'mint', 'spring onion', 'shallots', 'chilli', 'chillies', 'chilli', 'coriander', 'oil', 'balsamic vinegar', 'olive oil', 'balsamic vinegar']"
Thai and South-East Asian,Crab and sweetcorn soup,"['sweetcorn', 'sweetcorn', 'vegetable oil', 'spring onions', 'ginger', 'dry sherry', 'chicken stock', 'cornflour', 'egg', 'sesame seeds', 'chilli']"
Thai and South-East Asian,Crabcakes with chilli sauce,"['King Edward', 'butter', 'double cream', 'curry powder', 'fresh coriander', 'chilli', 'red onion', 'black pepper', 'vegetable oil', 'caster sugar', 'plum', 'lime leaves', 'lemongrass', 'ginger', 'garlic', 'shallots', 'fish sauce', 'sesame oil', 'soy sauce', 'honey', 'zest']"
Thai and South-East Asian,Curry mee,"['vegetable oil', 'garlic', 'shallot', 'ginger', 'curry paste', 'coconut milk', 'fish sauce', 'noodles', 'clams', 'beansprouts', 'chilli', 'spring onions']"
Thai and South-East Asian,Deep-fried sea bass with Issan-style salad,"['rice', 'sea bass', 'soy sauce', 'sugar', 'vegetable oil', 'lemongrass', 'shallots', 'spring onions', 'coriander', 'lime leaves', 'mint', 'fresh coriander', 'chillies', 'lime juice', 'caster sugar', 'fish sauce', 'chilli powder']"
Thai and South-East Asian,Duck with mango salsa,"['Barbary duck', 'salt', 'peppercorns', 'red onion', 'lemon juice', 'sugar', 'mint', 'salt', 'peppercorns', 'parsley']"
Thai and South-East Asian,Duck and lemongrass kebabs,"['duck', 'vegetable oil', 'soy sauce', 'honey', 'limes', 'garlic', 'chilli', 'ginger', 'field mushrooms', 'broccoli', 'pepper', 'red onions', 'lemongrass']"
Thai and South-East Asian,Duck massaman curry,"['peanuts', 'shallot', 'garlic', 'chilli', 'ginger', 'lemongrass', 'tamarind', 'mace', 'nutmeg', 'cinnamon', 'palm sugar', 'fish sauce', 'coriander seeds', 'cumin', 'cloves', 'vegetable oil', 'onions', 'bay leaves', 'cardamom', 'star anise', 'potato', 'palm sugar', 'curry paste', 'coconut milk', 'duck', 'peanuts', 'coriander', 'rice']"
Thai and South-East Asian,Pressure cooker duck noodle soup,"['duck', 'shiitake mushrooms', 'leek', 'onion', 'carrot', 'cinnamon', 'star anise', 'ginger', 'salt', 'black peppercorns', 'soy sauce', 'fish sauce', 'pak choi', 'mushrooms', 'noodles', 'noodles', 'fresh coriander', 'spring onions', 'chillies']"
Thai and South-East Asian,Fish cloud with green mango salad (Yum pla foo),"['pollock', 'fish sauce', 'caster sugar', 'white pepper', 'galangal', 'lime', 'coriander', 'garlic', 'chilli', 'lime juice', 'palm sugar', 'fish sauce', 'mandarin', 'mango', 'shallots', 'lemongrass', 'lime leaves', 'mint', 'coriander', 'peanuts']"
Thai and South-East Asian,Fruit kebab skewers,"['pineapple', 'papaya', 'dragon fruit', 'kiwi fruit', 'lychees', 'watermelon', 'lime leaves', 'lemon']"
Thai and South-East Asian,Gado gado Indonesian vegetable salad,"['coconut cream', 'pepper', 'French beans', 'new potatoes', 'mango', 'avocado', 'iceberg lettuce']"
Thai and South-East Asian,Gado gado-inspired Buddha bowl,"['peanuts', 'peanut butter', 'tamari', 'chillies', 'lime', 'garlic', 'brown sugar', 'coconut milk', 'tempeh', 'beansprouts', 'green beans', 'lettuce', 'radishes', 'radishes', 'carrot', 'cucumber', 'chilli', 'fresh coriander', 'lime']"
Thai and South-East Asian,Glass noodle salad with crab and chicken,"['noodles', 'chicken breast', 'salt', 'lime juice', 'crabmeat', 'Thai basil', 'limes', 'garlic', 'shallots', 'chillies', 'palm sugar', 'fish sauce', 'shallots', 'garlic', 'chillies', 'shallots', 'chilli powder', 'chilli', 'cucumber']"
Thai and South-East Asian,Glazed pak choi with crispy shallots,"['vegetable oil', 'pak choi', 'garlic', 'soy sauce', 'shallots', 'cashew']"
Thai and South-East Asian,Golden egg curry,"['chillies', 'chillies', 'shallots', 'ginger', 'turmeric', 'turmeric', 'vegetable oil', 'lemongrass', 'coconut milk', 'sea salt', 'tamarind', 'eggs', 'flatbreads']"
Thai and South-East Asian,Thai green curry paste,"['chillies', 'shallots', 'ginger', 'garlic', 'fresh coriander', 'lemongrass', 'lime', 'lime leaves', 'galangal', 'coriander seeds', 'cumin', 'black peppercorns', 'fish sauce', 'olive oil']"
Thai and South-East Asian,Griddled pork chop with Thai red cabbage ,"['pork chops', 'black pepper', 'vegetable oil', 'limes', 'garlic', 'galangal', 'ginger', 'fish sauce', 'chillies', 'palm sugar', 'peanuts', 'basil', 'mint', 'red cabbage']"
Thai and South-East Asian,Grilled lemongrass beef,"['lemongrass', 'garlic', 'shallots', 'chilli', 'fish sauce', 'lime juice', 'beef', 'sesame seeds', 'limes', 'fish sauce', 'vinegar', 'sugar', 'garlic', 'chilli', 'carrot']"
Thai and South-East Asian,Grilled lamb chops with chilli jam and grilled lamb belly Thai salad,"['chillies', 'caster sugar', 'mirin', 'lime', 'lamb', 'limes', 'garlic', 'ginger', 'palm sugar', 'fish sauce', 'chilli', 'chilli', 'mint', 'coconut', 'cucumber', 'lamb chops']"
Thai and South-East Asian,Haddock parcels and coconut rice,"['haddock', 'fresh coriander', 'chilli', 'shallot', 'lime', 'lime', 'lemongrass', 'rice', 'lime leaves', 'coconut milk']"
Thai and South-East Asian,Hot and sour prawn noodle salad,"['prawns', 'zest', 'chillies', 'ginger', 'vegetable oil', 'pak choi', 'coriander', 'sesame oil', 'peanuts', 'noodles', 'black pepper', 'chilli sauce', 'passion fruit']"
Thai and South-East Asian,Hot and spicy Thai squid salad (Yam pra-muek),"[""bird's-eye chillies"", 'garlic', 'palm sugar', 'fish sauce', 'squid', 'garlic', 'chives', 'chives', 'spring onions', 'shallots', 'shallot', 'cherry tomatoes', 'cucumber', 'mint', 'Thai basil', 'ginger', 'vegetable oil', 'sesame oil']"
Thai and South-East Asian,How to make Thai green curry paste,"['coriander seeds', 'cumin', 'shallot', 'chillies', 'garlic', 'ginger', 'lemongrass', 'salt', 'coriander', 'lime leaves', 'fish sauce', 'white pepper']"
Thai and South-East Asian,Prawn Thai green curry,"['coriander seeds', 'cumin', 'shallot', 'chillies', 'garlic', 'ginger', 'lemongrass', 'salt', 'fresh coriander', 'lime leaves', 'fish sauce', 'white pepper', 'vegetable oil', 'aubergine', 'coconut milk', 'curry paste', 'green beans', 'vegetable stock', 'caster sugar', 'fish sauce', 'prawns', 'lime', 'fresh coriander', 'jasmine rice']"
Thai and South-East Asian,Indonesian pork curry,"['vegetable oil', 'pork shoulder', 'onion', 'garlic', 'ginger', 'fennel seeds', 'lemongrass', 'curry paste', 'creamed coconut', 'pumpkin', 'fresh coriander', 'basil', 'spinach', 'lime juice', 'black pepper']"
Thai and South-East Asian,Isaan-style grilled chicken (kai yaan) and Nonya-style bean curd salad (taukwa goreng),"['lemongrass', 'salt', 'caster sugar', 'garlic', 'fresh coriander', 'peppercorns', 'fish sauce', 'chicken breasts', 'cashew', 'ginger', 'seeds', 'shallots', 'brown sugar', 'soy sauce', 'tamarind', 'vegetable oil', 'mangetout', 'cucumber', 'pepper', 'spring onions', 'fresh coriander']"
Thai and South-East Asian,Isle of Man queen scallop pad Thai,"['shallot', 'garlic', 'galangal', 'lemongrass', 'zest', 'fresh coriander', 'peppercorns', 'coriander seeds', 'cumin', 'rice noodles', 'rice vinegar', 'ginger', 'onion', 'curry paste', 'fish sauce', 'soy sauce', 'spring onions', 'pak choi', 'scallops', 'prawns', 'limes', 'peanuts']"
Thai and South-East Asian,Jungle chicken curry with rice,"['lime leaves', 'chicken stock', 'basmati rice', 'sunflower oil', 'chicken breasts', 'pepper', 'green beans', 'sweetcorn', 'curry paste', 'fish sauce', 'cornflour', 'spinach', 'basil']"
Thai and South-East Asian,King prawn pad Thai,"['vegetable oil', 'garlic', 'prawns', 'eggs', 'blachan', 'peanuts', 'chilli', 'rice noodles', 'sugar', 'soy sauce', 'fish sauce', 'fresh coriander', 'lime']"
Thai and South-East Asian,Lamb rendang with coriander and lime rice,"['vegetable oil', 'lamb shanks', 'coriander seeds', 'cumin', 'turmeric', 'cinnamon', 'cardamom', 'star anise', 'onion', 'garlic', 'chillies', 'ginger', 'lemongrass', 'bay leaf', 'tamarind', 'coconut milk', 'beef stock', 'basmati rice', 'coriander', 'lime']"
Thai and South-East Asian,Thai green prawn curry,"['oil', 'onion', 'garlic', 'ginger', 'seeds', 'turmeric', 'coconut milk', 'cardamom', 'cloves', 'curry leaves', 'cinnamon', 'fresh coriander', 'prawns']"
Thai and South-East Asian,Lemon and lime chicken with egg-fried rice,"['chicken breasts', 'sesame oil', 'vegetable oil', 'soy sauce', 'garlic', 'lemon', 'black pepper', 'honey', 'sesame oil', 'eggs', 'soy sauce', 'spring onions', 'peas', 'peas', 'long-grain rice', 'black pepper', 'coriander', 'lime']"
Thai and South-East Asian,Tofu Thai green curry,"['shallots', 'sesame oil', 'chilli', 'curry paste', 'stock', 'coconut milk', 'fish sauce', 'aubergine', 'lime leaves', 'tofu', 'pepper', 'mangetout', 'lime', 'lime', 'fresh coriander', 'basmati rice']"
Thai and South-East Asian,Lobster Thai red curry with pad Thai,"['chillies', 'shallots', 'garlic', 'ginger', 'lemongrass', 'coriander', 'lime leaves', 'cumin', 'coriander', 'coconut milk', 'fish sauce', 'tamarind', 'lime', 'palm sugar', 'lobster', 'coriander', 'vegetable oil', 'shallot', 'chilli', 'garlic', 'ginger', 'prawns', 'rice noodles', 'beansprouts', 'tamarind', 'fish sauce', 'soy sauce', 'lime', 'fresh coriander', 'peanuts']"
Thai and South-East Asian,Lobster Thai curry with butter basmati rice and coriander cress ,"['chillies', 'shallots', 'garlic', 'galangal', 'lemongrass', 'coriander', 'lime leaves', 'cumin', 'coriander', 'paprika', 'coconut milk', 'fish sauce', 'tamarind', 'lime', 'palm sugar', 'lobsters', 'coriander cress', 'butter', 'cloves', 'cinnamon', 'basmati rice']"
